Wall time,Step,Value
1512893497.7916212,3,2.8135077953338623
1512893538.168001,5,2.8040261268615723
1512893590.5884213,8,2.7796719074249268
1512893610.4920979,9,2.775033473968506
1512893663.0599737,12,2.7662410736083984
1512893754.3353167,17,2.7667665481567383
1512893790.2221944,19,2.763770341873169
1512893825.345082,21,2.776050090789795
1512893883.0840292,24,2.7662296295166016
1512893936.3113818,27,2.763579845428467
1512893971.646145,29,2.7428534030914307
1512894060.8548684,34,2.75260591506958
1512894078.6875122,35,2.749021530151367
1512894098.5451818,36,2.7418630123138428
1512894116.1085835,37,2.7412827014923096
1512894133.8149374,38,2.741441488265991
1512894169.0575485,40,2.7353458404541016
1512894186.8368905,41,2.7316324710845947
1512894204.5622587,42,2.742327928543091
1512894259.5784426,45,2.72546124458313
1512894277.2218094,46,2.716050148010254
1512894333.2533407,49,2.6379923820495605
1512894367.820118,51,2.6071555614471436
1512894406.6410527,53,2.6052968502044678
1512894424.2005687,54,2.582646131515503
1512894459.2037597,56,2.5930495262145996
1512894477.0911398,57,2.5871105194091797
1512894496.7189066,58,2.5925145149230957
1512894514.360672,59,2.5722062587738037
1512894714.232344,70,2.5602288246154785
1512894838.956032,77,2.576328754425049
1512894914.0966966,81,2.541020393371582
1512894931.2656536,82,2.528412103652954
1512894948.8081832,83,2.5316643714904785
1512895024.1446466,87,2.5554819107055664
1512895079.0565403,90,2.536588668823242
1512895096.5900724,91,2.5156280994415283
1512895169.2693086,95,2.5351576805114746
1512895222.5403173,98,2.509282112121582
1512895275.156503,101,2.5301389694213867
1512895349.475505,105,2.5296921730041504
1512895367.181887,106,2.5351059436798096
1512895385.1457667,107,2.5092787742614746
1512895402.6466,108,2.503443479537964
1512895512.2617576,114,2.51204514503479
1512895549.1558263,116,2.488764762878418
1512895660.1714063,122,2.5134525299072266
1512895732.4085796,126,2.4902751445770264
1512895785.2387066,129,2.4634451866149902
1512895841.1996164,132,2.4845268726348877
1512895863.386308,133,2.484844207763672
1512895899.1937723,135,2.476538896560669
1512895951.1103845,138,2.4835729598999023
1512895968.636202,139,2.4891088008880615
1512895986.5975666,140,2.472827434539795
1512896024.431504,142,2.508441209793091
1512896113.4393246,147,2.475104331970215
1512896267.9205048,155,2.479447364807129
1512896342.3376906,159,2.474982500076294
1512896360.0737877,160,2.485092878341675
1512896377.9261713,161,2.477484941482544
1512896470.6520867,166,2.4605510234832764
1512896488.3368742,167,2.4820170402526855
1512896543.4800634,170,2.4985122680664062
1512896618.8692393,174,2.45064377784729
1512896637.1566434,175,2.490185260772705
1512896727.285104,180,2.492233991622925
1512896745.3238263,181,2.4645345211029053
1512896799.5166402,184,2.4634273052215576
1512896819.9430647,185,2.482304334640503
1512896837.6154783,186,2.4843974113464355
1512896859.8498936,187,2.472057819366455
1512896876.7616682,188,2.477419853210449
1512896963.7114372,193,2.485483407974243
1512896981.4856665,194,2.464308738708496
1512897052.552554,198,2.468632936477661
1512897091.664588,200,2.461369752883911
1512897109.9062219,201,2.4908969402313232
1512897181.1479118,205,2.4587583541870117
1512897216.3269546,207,2.457951307296753
1512897273.0926468,210,2.4610753059387207
1512897366.074608,215,2.4861152172088623
1512897442.2720475,219,2.4594531059265137
1512897460.5514119,220,2.456669569015503
1512897497.2417278,222,2.450929641723633
1512897514.648455,223,2.4543421268463135
1512897532.340287,224,2.453683853149414
1512897586.1944742,227,2.4447529315948486
1512897621.3652549,229,2.457606792449951
1512897694.8043168,233,2.427138090133667
1512897729.870247,235,2.4564857482910156
1512897752.3992972,236,2.456204414367676
1512897769.86487,237,2.46740984916687
1512897787.685228,238,2.4542601108551025
1512897841.8774593,241,2.4478490352630615
1512897860.2549753,242,2.457301139831543
1512897915.6304336,245,2.437988042831421
1512897950.9567437,247,2.43457293510437
1512898024.3284318,251,2.435502529144287
1512898060.8486433,253,2.438037633895874
1512898188.1836207,260,2.4520442485809326
1512898224.010874,262,2.4360146522521973
1512898260.347236,264,2.456268072128296
1512898445.0416965,274,2.460775375366211
1512898466.1961606,275,2.4734816551208496
1512898506.363957,277,2.4370334148406982
1512898524.3020573,278,2.4576284885406494
1512898559.7913253,280,2.444246292114258
1512898577.7479296,281,2.4346718788146973
1512898648.9067225,285,2.431389093399048
1512898684.9309354,287,2.4476656913757324
1512898702.8439288,288,2.429142951965332
1512898775.2436764,292,2.4186434745788574
1512898828.9527657,295,2.4255638122558594
1512898847.125154,296,2.4428317546844482
1512898865.306535,297,2.4424638748168945
1512898884.3227923,298,2.425372362136841
1512898902.0856824,299,2.430087089538574
1512898924.9827645,300,2.430973768234253
1512898961.4388876,302,2.4044368267059326
