Wall time,Step,Value
1512942677.9664762,0,456.58648681640625
1512942701.3559825,1,545.3916015625
1512942725.640005,2,555.9174194335938
1512942749.7057333,3,665.661865234375
1512943089.5702865,4,614.5660400390625
1512943116.047185,5,571.958984375
1512943141.103551,6,551.4503173828125
1512943163.6198394,7,532.3353271484375
1512943186.2718575,8,475.1163024902344
1512943208.8615146,9,519.4163208007812
1512943231.7177887,10,494.8168640136719
1512943254.2268705,11,466.5047912597656
1512943589.3607993,12,458.6198425292969
1512943612.5713887,13,518.9102172851562
1512943635.5096889,14,504.6832580566406
1512943658.6171699,15,430.71453857421875
1512943681.357034,16,370.8208923339844
1512943704.5268202,17,363.6197814941406
1512943727.366372,18,349.85662841796875
1512943751.7493486,19,342.0599670410156
1512944091.6638002,20,334.92474365234375
1512944116.6363633,21,318.2530517578125
1512944139.6092432,22,292.41253662109375
1512944162.6426334,23,275.0409240722656
1512944185.348825,24,269.78857421875
1512944210.7681537,25,262.2552185058594
1512944234.3006222,26,259.09063720703125
1512944257.766298,27,282.1584167480469
1512944596.7276595,28,254.8168182373047
1512944621.9433508,29,194.4143524169922
1512944645.8013709,30,221.3354034423828
1512944668.362013,31,188.0897216796875
1512944691.806639,32,167.69435119628906
1512944714.4884663,33,181.59983825683594
1512944737.185617,34,175.810302734375
1512944760.1495173,35,184.3982391357422
1512945105.9445424,36,144.83531188964844
1512945128.9174538,37,142.734375
1512945151.6508226,38,139.1749725341797
1512945174.3886876,39,149.21466064453125
1512945197.3664863,40,151.2265625
1512945220.7708843,41,131.53451538085938
1512945246.8512921,42,128.6996612548828
1512945581.8820982,43,115.75028228759766
1512945607.1222687,44,119.77079772949219
1512945630.2380223,45,109.58231353759766
1512945653.1645746,46,103.64582824707031
1512945676.2410736,47,88.00031280517578
1512945699.2785866,48,122.66638946533203
1512945721.8472476,49,88.21987915039062
1512945744.9282205,50,97.3322525024414
1512945767.9579399,51,107.3857650756836
1512946117.8807452,52,97.91597747802734
1512946141.2394648,53,98.8455581665039
1512946164.9914489,54,88.9134521484375
1512946190.3668706,55,81.87213134765625
1512946213.4148843,56,87.11695861816406
1512946236.0595934,57,87.76158142089844
1512946257.911099,58,70.92830657958984
1512946280.156531,59,81.73487854003906
1512946302.1112006,60,95.5576171875
1512946645.0341554,61,87.89203643798828
1512946670.891358,62,92.20287322998047
1512946693.1269968,63,79.38345336914062
1512946715.2972436,64,76.3574447631836
1512946737.3355198,65,71.09266662597656
1512946760.438139,66,74.11091613769531
1512946782.6458158,67,62.64578628540039
1512946804.6692486,68,80.54756927490234
1512947147.2870843,69,73.09793090820312
1512947169.6257205,70,72.01782989501953
1512947192.138767,71,82.3901138305664
1512947214.164711,72,77.20970153808594
1512947236.2368054,73,70.7712173461914
1512947258.277511,74,68.77399444580078
1512947280.3192225,75,57.83342361450195
1512947302.311387,76,59.09638214111328
1512947328.0957024,77,64.61515045166016
1512955877.587696,78,60.30845260620117
1512955906.0559056,79,64.61720275878906
1512955930.9558218,80,73.76312255859375
1512955956.3674428,81,66.76792907714844
1512955980.416954,82,73.25821685791016
1512956004.699987,83,84.02218627929688
1512956030.619943,84,64.9417953491211
1512956053.8686848,85,63.69951248168945
1512956400.1002903,86,63.65129089355469
1512956425.1978574,87,62.423763275146484
1512956450.2983704,88,54.17621994018555
1512956474.122171,89,52.4248046875
1512956501.590669,90,71.43409729003906
1512956527.7284493,91,58.74625778198242
1512956551.973212,92,59.19140625
1512956576.3503778,93,60.10447311401367
1512956936.1627147,94,57.0044059753418
1512956959.5930638,95,60.7352180480957
1512956983.3512776,96,48.935829162597656
1512957006.2178838,97,49.875308990478516
1512957029.5308273,98,53.500667572021484
1512957054.0739734,99,59.05241775512695
1512957078.9196813,100,65.5816421508789
1512957102.3556576,101,70.07746124267578
1512957126.4103203,102,60.218711853027344
1512957478.0256248,103,67.33273315429688
1512957502.7262483,104,60.9028434753418
1512957526.265746,105,66.25801086425781
1512957549.6531765,106,57.60321044921875
1512957572.706175,107,53.86564636230469
1512957596.4670312,108,56.49364471435547
1512957620.3170357,109,53.43503952026367
1512957644.8592622,110,60.511558532714844
1512957670.1183453,111,53.199737548828125
1512958014.143628,112,57.319976806640625
1512958044.1393564,113,46.27669906616211
1512958068.039261,114,60.67924118041992
1512958091.7752204,115,50.776432037353516
1512958115.1509726,116,49.16349411010742
1512958138.1917608,117,47.16236877441406
1512958161.5489707,118,48.00916290283203
1512958184.5797496,119,45.662296295166016
1512958207.8319955,120,41.77988815307617
1512958231.1382003,121,44.90052032470703
1512958256.4508047,122,57.9015007019043
1512958281.4026465,123,55.43012619018555
